PDB_ID,Canonical SMILES
3l4x,OC[C@@H]([C@@H]([C@H]([C@@H]([C@@H](C[S@@+]1C[C@H]([C@@H]([C@H]1CO)O)O)O)OS(=O)(=O)[O-])O)O)O
3l4y,OC[C@H]([C@@H]([C@H]([C@@H]([C@@H](C[S@@+]1C[C@H]([C@@H]([C@H]1CO)O)O)O)OS(=O)(=O)[O-])O)O)O
3l4z,OC[C@@H]([C@@H](C[S@@+]1C[C@H]([C@@H]([C@H]1CO)O)O)O)OS(=O)(=O)[O-]
3l54,n1ccc(cc1)c1ccnc2c1cc(cc2)c1cnc2c(c1)cn[nH]2
3l58,CCCN(C(=O)c1cc(C)cc(c1)C(=O)N[C@H]([C@H](C[NH2+]Cc1cccc(c1)OC)O)Cc1cc(F)cc(c1)F)CCC
3l59,Clc1cccc(c1)CN1C(=[NH+]C(C1=O)(C)C)N
3l5b,CC(C[C@@]1(C)[NH+]=C(N(C1=O)Cc1cccc(c1)Cl)N)C
3l5c,N#Cc1ccc(cc1)NC(=O)NCc1ccc(cc1)CN1C(=[NH+][C@](C1=O)(C)CC(C)C)N
3l5d,CCCCNC(=O)NCc1ccc(cc1)CN1C(=[NH+][C@](C1=O)(C)CC(C)C)N
3l5e,CCC[C@@H]1NC(=O)N(C1)Cc1ccc(cc1)CN1C(=[NH+][C@](C1=O)(CCC1CCCCC1)CC1CCCCC1)N
3l5f,NC1=[NH+][C@](C(=O)N1C)(CCC1CCCCC1)CC1CCCCC1
3l5r,Oc1ccc2c(c1)occ(c2=O)c1ccc(c(c1)O)O
3l6f,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)[O-])CO)CCC(=O)N)CCC(=O)[O-])C)COP(=O)([O-])[O-])CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H]([NH3+])C)C)Cc1ccc(cc1)O)CCC(=O)[O-]
3l6h,[O-]C(=O)C[N+](C)(C)C
3l6x,OC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])Cc1nc[nH]c1)CC(C)C)CCC(=O)N)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)[O-])[NH3+])CCC(=O)[O-])CCC(=O)[O-])CCC(=O)[O-])CCC(=O)[O-])CC(=O)[O-])CCC(=O)N)CC(=O)[O-])Cc1ccccc1)CC(=O)[O-])CC(C)C
3l79,OC[C@H]1O[C@H]([C@@H]([C@H]([C@@H]1O)F)O)n1ccc(=O)[nH]c1=O
3l7a,OC[C@H]1O[C@H]([C@@H]([C@H]([C@@H]1O)F)O)n1ccc(nc1=O)NC(=O)c1ccccc1
3l7b,OC[C@H]1O[C@H]([C@@H]([C@H]([C@@H]1O)F)O)n1ccc([nH+]c1=O)N
3l7c,OC[C@H]1O[C@H]([C@@H]([C@H]([C@@H]1O)F)O)n1cc(F)c(=O)[nH]c1=O
3l7d,OC[C@H]1O[C@H](C[C@H]([C@@H]1O)F)n1ccc(nc1=O)NC(=O)c1ccccc1
3l7g,CC(NP(=O)(NC(C)C)O)C
3l81,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])CCC(=O)N)CCC(=O)[O-])Cc1ccccc1)Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H]([C@H](O)C)[NH3+])Cc1ccc(cc1)O
3l8s,O=C(Nc1snc(c1C(=O)N)OCc1c(F)cc(cc1F)Br)NCCCC[NH+]1CCCC1
3l8v,Fc1ccc(c(c1)F)NC(=O)c1cccnc1Nc1ccc(c(c1)F)Oc1cc[nH+]c(c1)N
3l8x,CNC(=O)c1ccc(c(c1)Nc1ncnc2c1cnn2c1ccccc1)C
3l9h,C[NH+](CCNC(=O)NC[C@H]1CC[C@@H]2[C@H](O1)c1cc(ccc1N[C@H]2c1ccccc1)C(F)(F)F)C
3l9l,[NH3+][C@@H](Cc1ccc(cc1)C(F)(F)F)CNc1ncc(s1)c1ccc2c(c1)CC(=O)N2
3l9m,[NH3+][C@@H](Cc1ccc(cc1)C)CNc1nnc(s1)c1ccc2c(c1)c(C)n[nH]2
3l9n,[NH3+][C@@H](Cc1ccc(cc1)C)CNc1nnc(s1)c1ccc2c(c1)cn[nH]2
3lau,CCCC(=O)Nc1[nH]nc2c1ccc(c2)c1ccc(cc1)O
3lbj,C[NH+](CCC[N@@H+]([C@H]1CCN(C1)C(=O)c1[nH]c2c(c1c1n(cnc1c1ccccc1)Cc1ccc(cc1)Cl)ccc(c2)Cl)C)C
3lbk,Clc1ccc(cc1)Cn1cnc(c1c1c([nH]c2c1ccc(c2)Cl)C(=O)[O-])c1ccccc1
3lbl,Clc1ccc2c(c1)NC(=O)[C@]12[C@H]([NH2+][C@H]([C@H]1c1cccc(c1F)Cl)C(=O)N)CC(C)(C)C
3lbz,[O-]C(=O)C[C@@H](N1C(=S)S/C(=C/2\C(=O)Nc3c2cc(Br)cc3)/C1=O)C(=O)[O-]
3lc3,COc1cc(ccc1OC)c1ccc2c(c1)cc(s2)C(=[NH2+])N
3lc5,NC(=[NH2+])c1sc2c(c1)c(ccc2)O[C@@H](c1onc(n1)c1ccccc1)c1ccccc1
3lcd,O=C(N1CCC[C@@H]1C[NH+]1CCCC1)c1ccc(cc1)c1cnc(c(n1)NCc1c(Cl)cccc1Cl)N
3lce,CO[C@H]1S[C@H]2[C@@H]([C@H]1C(=O)[O-])C(=O)C2(Cl)Cl
3lco,COc1cc(COc2nc(cnc2N)c2cnn(c2)C)[nH+]cc1OCc1ccc(cc1)OC
3lcu,[O-]C(=O)[C@H](CCSC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)[NH3+]
3lcv,C[S@+](C[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)CC[C@@H](C(=O)[O-])[NH3+]
3ldp,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1c(NCc2ccc3c(n2)cccc3)[nH+]c2c1ncnc2N
3ldq,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1c(NCc2ccc3c(n2)cccc3)[nH+]c2c1ncnc2N
3ldw,O[C@]([P@@](=O)(O)[O-])(P(=O)([O-])[O-])Cn1cc[nH+]c1
3le6,Clc1ccccc1C1=Nc2c(Nc3c1cc(cc3)[N+](=O)[O-])n[nH]c2C
3le8,COc1ccc2c(c1)cc(n2CC(=O)[O-])CNC(=O)c1cc2c(o1)cccc2
3le9,COc1ccc2c(c1)c(=O)n([nH]2)C[C@]1(NC(=O)NC1=O)c1ccccc1
3lea,COc1ccc2c(c1)C(=O)N(C2)C[C@]1(NC(=O)NC1=O)c1ccc(cc1)c1cccnc1
3lf0,O[C@@H]1[C@@H](CO[P@@](=O)(O[P@@](=O)(OP(=O)([O-])[O-])[O-])[O-])O[C@H]([C@@H]1O)n1cnc2c1ncnc2N
3lfn,CCCC(=O)Nc1n[nH]c2c1cc(c1ccccc1)c(c2)c1ccc(cc1)O
3lfs,CCCC(=O)Nc1n[nH]c2c1cc(c1ccccc1)c(c2)Cl
3lgl,C[NH+](CCCC[C@@H](C(=O)O)[NH3+])C
3lgp,Clc1cccc(c1)[C@H]1CCCN1C(=O)[C@@H]([C@H](C(=O)NCc1ccc(s1)Cn1c2ccccc2nc1C(F)(F)F)O)O
3lgs,O[C@@H]1CO[C@H]([C@@H]1O)n1cnc2c1ncnc2N
3lhg,Fc1ccc(c(c1)c1cccc(c1)[C@]1(NC(=[NH2+])N(C1=O)C)c1ccncc1)F
3lhj,Fc1ccc(c(c1)F)n1ncc2c1n(C)c(=O)c(c2)c1cc(ccc1C)C(=O)NC1CC1
3lhs,O=C(C[C@@](C(=O)[O-])(CC(=O)[O-])O)NCCC[C@H](C(=O)[O-])NC(=O)C[C@](C(=O)[O-])(CC(=O)[O-])O
3li2,O=C(C[C@@](C(=O)[O-])(CC(=O)[O-])O)NCCC[C@H](C(=O)[O-])NC(=O)C[C@](C(=O)[O-])(CC(=O)[O-])O
3lik,O=C(N[C@H](C(=O)N[C@H](C(=O)N)CCC(=O)[O-])CCC(=O)[O-])CCc1ccc(cc1)c1scc(c1)c1ccccc1
3lil,O=C(N[C@H](C(=O)N[C@H](C(=O)N)CCC(=O)[O-])CCC(=O)[O-])CCc1onc(c1)c1ccc(cc1)c1cccc(c1)Cl
3lir,O=C(N[C@H](C(=O)N[C@H](C(=O)N)CCC(=O)[O-])CCC(=O)[O-])CCc1onc(c1)c1ccccc1
3liw,O=C(N[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)N[C@@H](C(=O)NCCc1ccccc1)Cc1cccc(c1)C(=[NH2+])N
3lj3,C[N@@H+]1CCN(CC1)c1ccnc2c1c(/C=C/1\Oc3c(C1=O)c(O)cc(c3)O)cn2C
3lj7,[O-]C(=O)NC1CCCCC1
3ljg,O=C(N[C@H](C(=O)N[C@H](C(=O)N)CCC(=O)[O-])CCC(=O)[O-])CCc1ccc(cc1)c1ccccc1
3ljj,O=C([C@@H]1CCCN1C(=O)C[NH2+]C1CCCC1)NCc1ccc(cc1)C(=[NH2+])N
3ljo,O=C([C@@H]1CCCN1C(=O)C[NH2+]C1CCCCC1)NCc1ccc(cc1)C(=[NH2+])N
3ljt,ONC(=O)C[C@H](C(=O)N[C@@H]1[C@H](O)Cc2c1cccc2)Cc1ccc(cc1)c1ccc2c(c1)OCO2
3ljz,ONC(=O)C[C@H](C(=O)N[C@@H]1[C@H](O)Cc2c1cccc2)Cc1ccc(cc1)c1ccc2c(c1)OCO2
3lk0,C[NH+](CCCN1c2ccccc2Sc2c1cc(Cl)cc2)C
3lk1,[O-]C(=O)c1ccccc1S
3lk8,ONC(=O)CNS(=O)(=O)c1ccc(cc1)OC
3lka,COc1ccc(cc1)S(=O)(=O)N
3lkh,CCCCN(C(=O)c1c(cccc1F)OCC(=O)N[C@@H](Cc1ccccc1)CO)C
3lkj,[O-]C(=O)[C@@H](C1CCCCC1)NC(=O)c1nc(cc(c1)c1cc(nc(c1)C(=O)N1CCC[C@@H]1C[NH+]1CCCC1)C(=O)NCc1cccc(c1)c1ccccc1)C(=O)N1CCC[C@@H]1C[NH+]1CCCC1
3lkz,[O-]C(=O)[C@H](CC[C@@H](C[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)[NH3+])[NH3+]
3ll8,CC[C@@H]([C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])CCC(=O)[O-])[C@H](O)C)CC(=O)[O-])[C@H](O)C)[C@H](CC)C)NC(=O)[C@H]([C@H](CC)C)NC(=O)[C@@H](NC(=O)[C@H]([C@H](CC)C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCC(=O)[O-])[NH3+])C)C
3lle,C[n+]1cc2c3OCOc3ccc2c2c1c1cc3OCOc3cc1cc2
3llm,O[C@@H]1[C@@H](CO[P@](=O)(OP(=O)([O-])[O-])[O-])O[C@H]([C@@H]1O)n1cnc2c1ncnc2N
3lm1,OC[C@H]1O[C@H](Oc2ccc(cc2)[N+](=O)[O-])[C@@H]([C@H]([C@H]1O)O)NC(=O)C
3lmk,[O-]C(=O)CC[C@@H](C(=O)[O-])[NH3+]
3lmp,COc1cc(O)c2c(c1C(=O)NCc1cccc3c1cccc3)OC1=CC(=C(C(=O)[C@@]21C)C(=O)C)O
3lnj,[NH3+]CCCC[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)[O-])CCCNC(=[NH2+])N)CC(C)C)CC(C)C)NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](CC(=O)N)[NH3+])Cc1c[nH]c2c1cccc2)Cc1ccc(cc1)O)C)CC(=O)N)CC(C)C)CCC(=O)[O-]
3lnk,CCCN(C(=O)c1cc(C)cc(c1)C(=O)N[C@H]([C@@H]([C@@H]1[NH2+]CCN(C1)C(=O)c1ccccc1)O)Cc1cc(F)cc(c1)F)CCC
3lnz,OC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])CO)CC(C)C)CC(C)C)C)Cc1c[nH]c2c1cccc2)Cc1ccc(cc1)O)CCC(=O)[O-])C)Cc1ccccc1)NC(=O)[C@H]([C@H](O)C)[NH3+]
3lok,C=CC(=O)Nc1ccc2c(c1)c(ncn2)Nc1cccc(c1)Br
3loo,O[C@@H]1[C@@H](CO[P@@](=O)(O[P@@](=O)(O[P@](=O)(O[P@@](=O)(OC[C@H]2O[C@H]([C@@H]([C@@H]2O)O)n2cnc3c2ncnc3N)[O-])[O-])[O-])[O-])O[C@H]([C@@H]1O)n1cnc2c1ncnc2N
3lox,O=C(NC1(C)CCCCC1)N[C@@H](C(C)(C)C)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C(=O)C(=O)N)CC1CCC1)C2(C)C
3lp0,CCOC(=O)c1c(O)c2cccnc2n(c1=O)O
3lp1,Oc1c(C2CCCC2)c(=O)n(c2c1cccn2)O
3lp2,CCOC(=O)c1c(O)c2cc(cnc2n(c1=O)O)Oc1ccc(cc1)N(CC)CC
3lp4,[NH3+]CCCC[C@@H](C(=O)[O-])[NH3+]
3lp7,O/[NH+]=C(/NCCC[C@@H](C(=O)[O-])[NH3+])\N
3lpb,COc1cc(cc(c1OC)OC)c1cnc2c(n1)c(ccc2)c1ccc(cc1)S(=O)(=O)NC
3lpf,OCCN(C(=S)Nc1cccc(c1)OC)Cc1cc2cc(C)c(cc2[nH]c1=O)C
3lpg,OCCN(C(=O)Nc1ccccc1F)Cc1cc2cc(C)ccc2[nH]c1=O
3lpi,CCCN(C(=O)c1cc(C)cc(c1)C(=O)N[C@H]([C@@H]([C@@H]1NCCN(C1)S(=O)(=O)c1ccccc1)O)Cc1cc(F)cc(c1)F)CCC
3lpj,CCCN(C(=O)c1cc(C)cc(c1)C(=O)N[C@H]([C@@H]([C@@H]1[NH2+]CC[N@@H+](C1)Cc1ccccc1)O)Cc1cc(F)cc(c1)F)CCC
3lpk,COC[C@H]1CCCN1C(=O)c1cc(C)cc(c1)C(=O)N[C@H]([C@@H]([C@@H]1NCCN(C1)S(=O)(=O)c1cccc(c1)C)O)Cc1cc(F)cc(c1)F
3lpl,CCOP(OP(O)(O)O)(O)O
3lpp,OC[C@@H]([C@H]([C@H]([C@@H]([C@@H](C[S@@H]1C[C@H]([C@@H]([C@H]1CO)O)O)O)OS(=O)(=O)O)O)O)O
3lpr,CCCC[C@@H](B(O)O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H]([NH3+])C)C
3lpt,[O-]C(=O)Cc1c(=O)[nH]c2c(c1c1ccccc1)cc(cc2)Cl
3lpu,CCC[C@@H](c1c(C)nc2c(c1c1ccccc1)cc(cc2)Cl)C(=O)[O-]
3lq2,Cc1ncc(c(n1)N)C[n+]1csc(c1C)CCO[P@](=O)(OP(=O)([O-])[O-])[O-]
3lq4,Cc1ncc(c(n1)N)C[n+]1csc(c1C)CCO[P@](=O)(OP(=O)([O-])[O-])[O-]
3lq5,CC[C@H](Nc1nc(NCc2ccc(cc2)c2ccccn2)c2c(n1)n(cn2)C(C)C)CO
3lq8,COc1cc2c(ccnc2cc1OCCCN1CCOCC1)Oc1ccc(cc1F)NC(=O)C1(CC1)C(=O)Nc1ccc(cc1)F
3lqi,[NH3+]CCCC[C@@H](C(=O)[O-])NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@H](O)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@H](O)C)NC(=O)[C@@H](NC(=O)[C@@H]([NH3+])C)CCCNC(=[NH2+])N)CCCC[NH+](C)C)CCC(=O)N)C)CCCNC(=[NH2+])N
3lqj,NC(=O)CC[C@@H](C(=O)N[C@H](C(=O)[O-])[C@H](O)C)NC(=O)[C@@H](NC(=O)[C@H]([C@H](O)C)NC(=O)[C@@H](NC(=O)[C@@H]([NH3+])C)CCCNC(=[NH2+])N)CCCC[N+](C)(C)C
3lrh,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])CCC(=O)N)Cc1ccccc1)CO)CCCC[NH3+])CC(C)C)CO)CCC(=O)[O-])Cc1ccccc1)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)[O-])[NH3+])CCCC[NH3+])CC(C)C)CCSC
3ls4,CCCCCc1cc(O)c2c(c1)OC([C@H]1[C@H]2C=C(C)CC1)(C)C
3luo,CC(C[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)Nc1ccc(cc1)[N+](=O)[O-])C)NC(=O)[C@@H](NC(=O)CCC(=O)[O-])C)C
3lvp,COc1nc2c(cn(c2cc1OC)C)c1cc2c([nH]1)nccc2Cl
3lvw,SC[C@@H](C(=O)NCC(=O)[O-])NC(=O)CC[C@@H](C(=O)[O-])[NH3+]
3lw0,N#Cc1ccc2c(c1)c(CCCC[N@@H+]1CC[C@H](CC1)NC(=O)c1cccc3c1[nH]cc3C#N)c[nH]2
3lxe,NS(=O)(=O)OC[C@]12OC[C@@H]3[C@H]([C@@H]2OC(O1)(C)C)OC(O3)(C)C
3lxg,CCCc1[nH]c(c2[n+]1c1nc(OC)ccc1nc2C)C
3lxk,N#CCC(=O)N1CC[C@H]([C@H](C1)N(c1ncnc2c1cc[nH]2)C)C
3lxl,Fc1ccc2c(c1)c1C(=O)[NH+]=CCc1c1c2[nH]c(n1)C(C)(C)C
3lxo,OC[C@H]1O[C@H](C[C@@H]1OP(=O)([O-])[O-])n1cc(C)c(=O)[nH]c1=O
3lxs,NC(=[NH2+])NCCC[C@@H](C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1)NC(=O)N1CC[N@H+](CC1)C
3ly2,COc1ccc2c(c1OC1CCCC1)oc(=O)cc2Nc1c(Cl)cncc1Cl
3lzb,O=C(Cc1ccccc1)Nc1cccc(c1)c1nc2n(c1c1ccnc(n1)Nc1ccc(cc1)N1CCOCC1)ccs2
3lzs,CC(CN(S(=O)(=O)c1ccc(cc1)N)C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@@H]2[C@H]1CCO2)O)C
3lzu,CC(CN(S(=O)(=O)c1ccc(cc1)N)C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@@H]2[C@H]1CCO2)O)C
3lzv,CC(CN(S(=O)(=O)c1ccc(cc1)N)C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@@H]2[C@H]1CCO2)O)C
3lzz,O[C@@H]1[C@@H](CO[P@](=O)(OP(=O)([O-])[O-])[O-])O[C@H]([C@@H]1O)n1cnc2c1[nH+]c(N)[nH]c2=O
3m11,O=C(Nc1ccccc1)Nc1ccc(cc1)CCNc1ncnc2c1c(c1ccccc1)c(o2)c1ccccc1
3m17,CC(C[C@H]1C(=O)N[C@@H](Cc2ccc(cc2)O)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CSSC(C)(C)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C)CCCNC(=[NH2+])N)Cc2ccccc2)C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N(CC(=O)N1C)C)Cc1ccccc1)Cc1nc[nH]c1)[C@H](O)C)C(=O)N)C
3m1k,S=c1ccccn1O
3m1s,[cH-]1cccc1.Oc1ccc2c(c1)c1c3C(=O)NC(=O)c3c3c(c1[nH]2)nccc3.C#[O+].[Ru+2]
3m2u,SCCCCCC(=O)N[C@@H]([C@H](OP(=O)([O-])[O-])C)C(=O)[O-]
3m2w,C[N@@H+]1C[C@@]2(C1)CNC(=O)c1c2[nH]c2-c3cc(ncc3CCc12)c1ccccc1F
3m35,[NH3+]Cc1cccc(c1)n1nc(cc1C(=O)Nc1ccc(cc1F)c1ccccc1S(=O)(=O)C)C(F)(F)F
3m36,[NH3+]Cc1cccc(c1)n1nc(cc1C(=O)Nc1ccc(cc1F)c1ccccc1S(=O)(=O)C)C(F)(F)F
3m37,[NH3+]Cc1ccccc1n1nc(cc1C(=O)Nc1ccc(cc1F)c1ccccc1S(=O)(=O)N)C(F)(F)F
3m3c,OC[C@H]1O[C@H](Oc2ccc(cc2)[N+](=O)[O-])[C@@H]([C@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)NC(=O)C
3m3e,OC[C@H]1O[C@H](Oc2ccc(cc2)[N+](=O)[O-])[C@@H]([C@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)NC(=O)C
3m3o,OC[C@H]1O[C@H](Oc2ccc(cc2)[N+](=O)[O-])[C@@H]([C@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)NC(=O)C
3m3r,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]3[C@@H](CO)O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]3[C@@H](CO)O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]3[C@H](O[C@H](O[C@@H]4[C@H](O[C@H](O[C@@H]5[C@H](O[C@H](O[C@H]1[C@@H]([C@H]2O)O)[C@H](O)[C@H]5O)CO)[C@H](O)[C@H]4O)CO)[C@H](O)[C@H]3O)CO
3m3x,COc1ncnc(c1[N+](=O)[O-])NCCc1ccc(cc1)S(=O)(=O)N
3m3z,CNc1[nH+]c2c(n1[C@@H]1O[C@@H]([C@H]([C@H]1O)O)COCC(=O)N)[nH+]cnc2N
3m40,[O-][N+](=O)c1c(ncnc1Cl)Nc1ccc(cc1)S(=O)(=O)N
3m53,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])Cc1ccc(cc1)O)CCCC[NH3+])CCCNC(=[NH2+])N)CC(=O)[O-])NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C)CO)CCCC[NH3+])CO
3m54,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])Cc1ccc(cc1)O)CCCC[NH3+])CCCNC(=[NH2+])N)CC(=O)[O-])NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C)CO)CCCC[NH3+])CO
3m55,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])C)CCC[NH3+])CC(=O)[O-])CCCC[NH2+]C)CO)NC(=O)[C@@H](NC(=O)C)CO
3m56,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CCC[NH+]=C(N)N)CC(=O)O)CCCC[NH+](C)C)CO)NC(=O)[C@@H](NC(=O)C)CO
3m57,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])Cc1ccc(cc1)O)CCCC[NH3+])CCCNC(=[NH2+])N)CC(=O)[O-])NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C)CO)CCCC[NH3+])CO
3m58,[NH3+]CCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])Cc1ccc(cc1)O)CCCC[NH3+])NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C)CO)CCCC[NH3+])CO)CCCC[NH2+]C)CC(=O)[O-]
3m59,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])Cc1ccc(cc1)O)C)CCCNC(=[NH2+])N)CC(=O)[O-])CCCC[NH+](C)C)CO)NC(=O)[C@@H](NC(=O)C)CO
3m5a,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])Cc1ccc(cc1)O)C)CCCNC(=[NH2+])N)CC(=O)[O-])CCCC[N+](C)(C)C)CO)NC(=O)[C@@H](NC(=O)C)CO
3m5e,O=Cc1c(NCc2ccc(cc2)S(=O)(=O)N)nc(nc1Cl)SC
3m67,O=C(c1ccc(c(c1)S(=O)(=O)N)Cl)CSc1nc2c([nH]1)cc1c(c2)OCCO1
3m6f,N#Cc1ccc(cc1)[C@@H]1CN(C[C@@]21C(=O)N(C(=O)N2C)c1cc(Cl)cc(c1)Cl)c1ccc(cn1)C(=O)[O-]
3m6p,CCCCC[C@@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1CO)C(C)C)CC(=O)NO
3m6q,CCCCC[C@@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1CO)C(C)C)CC(=O)NO
3m6r,CCCCC[C@@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1CO)C(C)C)CC(=O)NO
3m89,O[C@@H]1[C@@H](CO[P@@](=O)(O[P@@](=O)(OP(S)([O-])[O-])[O-])[O-])O[C@H]([C@@H]1O)n1cnc2c1[nH+]c(N)[nH]c2=O
3m8p,N#Cc1ccc(cc1)Nc1nc(N)c(c(n1)Oc1c(C)cc(cc1C)C#N)Br
3m8q,N#Cc1cc(C)c(c(c1)C)Oc1ccnc(n1)N[C@@H]1CC[N@H+](CC1)Cc1ccc(cc1)S(=O)(=O)C
3m8u,O=C(N[C@H](C(=O)NCC(=O)[O-])CSSC[C@@H](C(=O)NCC(=O)[O-])NC(=O)CC[C@@H](C(=O)[O-])[NH3+])CC[C@@H](C(=O)[O-])[NH3+]
3m93,O[C@@H]1[C@@H](CO[P@@](=O)(OP(=O)([O-])[O-])[O-])O[C@H]([C@@H]1O)n1c[n+](c2c1[nH+]c(N)[nH]c2=O)C
3m94,CN(c1[nH]c(=O)c2c([nH+]1)n(c[n+]2C)[C@@H]1O[C@@H]([C@H]([C@H]1O)O)CO[P@@](=O)(OP(=O)([O-])[O-])[O-])C
3m96,Brc1ccc2c(c1)nc([nH]2)SCC(=O)c1ccc(c(c1)S(=O)(=O)N)Cl
3m9f,OC[C@@H](N(S(=O)(=O)c1ccc(cc1)N)CCC(C)C)CCC[C@@H](NC(=O)[C@H](C(c1ccccc1)c1ccccc1)NC(=O)OC)C
3ma3,[O-]C(=O)c1cc2c(o1)cc1c(c2)ccc2c1cc(o2)C(=O)[O-]
